PlantCode,GenID,bus,FuelType, Pg, Pmax, Pmin, Qg, Qmax, Qmin,Lat,Lon
    237 ,1,744,Conventional Hydroelectric,7.33338707,22,0,0,16.5,-7.3,39.216985,    -120.835587 
    238 ,1,106,Conventional Hydroelectric,3.33335758,10,0,0,7.5,-3.35,38.793574,    -120.619152 
    238 ,2,106,Conventional Hydroelectric,3.33335758,10,0,0,7.5,-3.35,38.793574,    -120.619152 
    239 ,1,7778,Conventional Hydroelectric,10.7667458,32.3,0,0,15.6,-10.8,38.330985,    -120.669901 
    239 ,2,7778,Conventional Hydroelectric,11.700086,35.1,0,0,17,-11.7,38.330985,    -120.669901 
    239 ,3,7778,Conventional Hydroelectric,11.700086,35.1,0,0,17,-11.7,38.330985,    -120.669901 
    240 ,H1,1634,Conventional Hydroelectric,22.5001659,67.5,0,0,32.7,-22.5, 36.927424,    -119.02025  
    240 ,H2,1634,Conventional Hydroelectric,22.5001659,67.5,0,0,32.7,-22.5, 36.927424,    -119.02025  
    241 ,1,749,Conventional Hydroelectric,4.53336649,13.6,0,0,18.7771429,-14.6707143,38.956985,    -121.041932 
    242 ,1,339,Conventional Hydroelectric,0.86667277,2.6,0,0,18.7771429,-14.6707143,40.268712,    -121.089479 
    242 ,2,339,Conventional Hydroelectric,0.900006343,2.7,0,0,18.7771429,-14.6707143,40.268712,    -121.089479 
    243 ,1,1286,Conventional Hydroelectric,3.33335761,10,0,0,18.7771429,-14.6707143,40.929297,    -121.544462 
    244 ,1,8427,Conventional Hydroelectric,3.33335761,10,0,0,18.7771429,-14.6707143,40.960675,    -121.548657 
    246 ,IC1,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC10,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667, 40.7415,    -124.2103   
    246 ,IC2,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC3,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC4,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC5,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC6,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC7,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC8,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    246 ,IC9,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,    -124.2103   
    248 ,1,1746,Conventional Hydroelectric,2.53335168,7.6,0,0,18.7771429,-14.6707143,40.400988,    -121.965502 
    249 ,1,1728,Conventional Hydroelectric,28.3668759,85.1,0,0,41.2,-28.4,40.992295,    -121.975182 
    249 ,2,1728,Conventional Hydroelectric,27.8335386,83.5,0,0,40.4,-27.8,40.992295,    -121.975182 
    250 ,H1,1643,Conventional Hydroelectric,3.76669415,11.3,0,0,18.7771429,-14.6707143, 37.092486,    -119.552826 
    250 ,H3,1643,Conventional Hydroelectric,3.76669415,11.3,0,0,18.7771429,-14.6707143, 37.092486,    -119.552826 
    253 ,1,1734,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,40.677827,    -121.873253 
    258 ,1,615,Conventional Hydroelectric,1.13334137,3.4,0,0,18.7771429,-14.6707143,37.52301,    -120.329905 
    260 ,CT1A,7971,Natural Gas Fired Combined Cycle,181.82405,233,0,0,144.4,-77.7, 36.804837,  -121.782241 
    260 ,CT1B,7971,Natural Gas Fired Combined Cycle,181.82405,233,0,0,144.4,-77.7, 36.804837,  -121.782241 
    260 ,CT2A,7971,Natural Gas Fired Combined Cycle,181.82405,233,0,0,144.4,-77.7, 36.804837,  -121.782241 
    260 ,CT2B,7971,Natural Gas Fired Combined Cycle,181.82405,233,0,0,144.4,-77.7, 36.804837,  -121.782241 
    260 ,ST1,7971,Natural Gas Fired Combined Cycle,181.82405,233,0,0,144.4,-77.7,36.804837,  -121.782241 
    260 ,ST2,7971,Natural Gas Fired Combined Cycle,181.82405,233,0,0,144.4,-77.7,36.804837,  -121.782241 
    261 ,1,60,Conventional Hydroelectric,1.20000852,3.6,0,0,18.7771429,-14.6707143,38.147093,    -120.446396 
    264 ,1,1448,Conventional Hydroelectric,0.53333704,1.6,0,0,18.7771429,-14.6707143,38.032103,    -120.326537 
    265 ,H1,8553,Conventional Hydroelectric,11.5334181,34.6,0,0,16.8,-11.5, 40.99084,    -121.498243 
    265 ,H2,8553,Conventional Hydroelectric,11.5334181,34.6,0,0,16.8,-11.5, 40.99084,    -121.498243 
    267 ,1,1727,Conventional Hydroelectric,17.2334603,51.7,0,0,25,-17.2,40.986361,    -121.84944  
    267 ,2,1727,Conventional Hydroelectric,17.2334603,51.7,0,0,25,-17.2,40.986361,    -121.84944  
    268 ,H1,1730,Conventional Hydroelectric,12.733427,38.2,0,0,21.6,-12.7, 40.986197,    -121.977594 
    268 ,H2,1730,Conventional Hydroelectric,12.733427,38.2,0,0,21.6,-12.7, 40.986197,    -121.977594 
    268 ,H3,1730,Conventional Hydroelectric,11.066748,33.2,0,0,24.9,-11.1, 40.986197,    -121.977594 
    268 ,H4,1730,Conventional Hydroelectric,10.6667451,32,0,0,24,-10.7, 40.986197,    -121.977594 
    269 ,H1,1729,Conventional Hydroelectric,13.2000971,39.6,0,0,19.2,-13.2, 40.922568,    -121.992906 
    269 ,H2,1729,Conventional Hydroelectric,13.2000971,39.6,0,0,19.2,-13.2, 40.922568,    -121.992906 
    274 ,1,1501,Conventional Hydroelectric,1.46667714,4.4,0,0,18.7771429,-14.6707143,39.361786,    -123.127934 
    274 ,2,1501,Conventional Hydroelectric,0.666671338,2,0,0,18.7771429,-14.6707143,39.361786,    -123.127934 
    274 ,3,1501,Conventional Hydroelectric,1.00000706,3,0,0,18.7771429,-14.6707143,39.361786,    -123.127934 
    275 ,H1,2220,Conventional Hydroelectric,21.0001548,63,0,0,30.5,-21, 39.90521,    -121.345226 
    275 ,H2,2220,Conventional Hydroelectric,21.0001548,63,0,0,30.5,-21, 39.90521,    -121.345226 
    279 ,1,32,Conventional Hydroelectric,4.10002996,12.3,0,0,18.7771429,-14.6707143,38.497914,    -120.21811  
    279 ,2,32,Conventional Hydroelectric,9.90007271,29.7,0,0,14.4,-9.9,38.497914,    -120.21811  
    280 ,1,1745,Conventional Hydroelectric,2.23334946,6.7,0,0,18.7771429,-14.6707143,40.395396,    -121.879186 
    281 ,1,746,Conventional Hydroelectric,2.3333502,7,0,0,18.7771429,-14.6707143,39.324613,    -120.644807 
    282 ,1,746,Conventional Hydroelectric,1.2333421,3.7,0,0,18.7771429,-14.6707143,39.324592,    -120.645375 
    283 ,1,746,Conventional Hydroelectric,2.20001588,6.6,0,0,18.7771429,-14.6707143,39.337679,    -120.635467 
    284 ,1,1502,Conventional Hydroelectric,2.00001441,6,0,0,18.7771429,-14.6707143,38.18653,    -120.11168  
    285 ,HC1,1890,Conventional Hydroelectric,27.3002013,81.9,0,0,39.7,-27.3,38.139048,    -120.370325 
    287 ,H1,8623,Conventional Hydroelectric,8.50006236,25.5,0,0,15.8,-8.5, 38.449291,    -120.492645 
    287 ,H2,8623,Conventional Hydroelectric,8.90006533,26.7,0,0,16.5,-8.9, 38.449291,    -120.492645 
    289 ,1,1892,Conventional Hydroelectric,1.40000998,4.2,0,0,18.7771429,-14.6707143,36.163076,    -118.707104 
    289 ,2,1892,Conventional Hydroelectric,1.40000998,4.2,0,0,18.7771429,-14.6707143,36.163076,    -118.707104 
    290 ,1,1745,Conventional Hydroelectric,2.8333539,8.5,0,0,18.7771429,-14.6707143,40.459111,    -121.86708  
    291 ,1,1958,Conventional Hydroelectric,4.53336649,13.6,0,0,18.7771429,-14.6707143,38.420898,    -120.549572 
    292 ,1,1755,Conventional Hydroelectric,4.53336649,13.6,0,0,18.7771429,-14.6707143,38.889862,    -121.098525 
    292 ,2,1755,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,38.889862,    -121.098525 
    294 ,1,1724,Conventional Hydroelectric,3.33335758,10,0,0,7.5,-3.35,41.978914,    -122.335317 
    294 ,2,1724,Conventional Hydroelectric,3.33335758,10,0,0,7.5,-3.35,41.978914,    -122.335317 
    295 ,1,8064,Conventional Hydroelectric,4.50003288,13.5,0,0,6.55,-4.5,41.975716,    -122.358127 
    295 ,2,8064,Conventional Hydroelectric,4.50003288,13.5,0,0,6.55,-4.5,41.975716,    -122.358127 
    296 ,1,8064,Conventional Hydroelectric,0.166667613,0.5,0,0,6.55,-4.5,41.985605,    -122.360455 
    296 ,2,8064,Conventional Hydroelectric,0.133334067,0.4,0,0,6.55,-4.5,41.985605,    -122.360455 
    296 ,3,8064,Conventional Hydroelectric,0.400002707,1.2,0,0,6.55,-4.5,41.985605,    -122.360455 
    297 ,1,1723,Conventional Hydroelectric,6.00004391,18,0,0,18.7771429,-14.6707143,41.932981,    -122.43678  
    314 ,1,1722,Conventional Hydroelectric,0.666671339,2,0,0,18.7771429,-14.6707143,32.673097,    -115.392026 
    314 ,2,1722,Conventional Hydroelectric,0.666671339,2,0,0,18.7771429,-14.6707143,32.673097,    -115.392026 
    315 ,3,8113,Natural Gas Steam Turbine,0,310,0,0,0,0,33.7688, -118.1009   
    315 ,4,8113,Natural Gas Steam Turbine,0,310,0,0,0,0,33.7688, -118.1009   
    315 ,5,8113,Natural Gas Steam Turbine,0,495,0,0,0,0,33.7688, -118.1009   
    318 ,3,1632,Conventional Hydroelectric,5.26670527,15.8,0,0,5.325,-5.325,37.2,    -119.3069   
    318 ,4,1632,Conventional Hydroelectric,5.26670527,15.8,0,0,5.325,-5.325,37.2,    -119.3069   
    318 ,5,1632,Conventional Hydroelectric,5.83337612,17.5,0,0,5.325,-5.325,37.2,    -119.3069   
    318 ,6,1632,Conventional Hydroelectric,5.83337612,17.5,0,0,5.325,-5.325,37.2,    -119.3069   
    319 ,1,1644,Conventional Hydroelectric,11.3334167,34,0,0,0,0,37.148517,    -119.386623 
    319 ,2,1644,Conventional Hydroelectric,11.3334167,34,0,0,0,0,37.148517,    -119.386623 
    319 ,3,1644,Conventional Hydroelectric,11.3334167,34,0,0,0,0,37.148517,    -119.386623 
    319 ,4,1644,Conventional Hydroelectric,12.0000882,36,0,0,17.4,-12,37.148517,    -119.386623 
    319 ,5,1644,Conventional Hydroelectric,12.1667561,36.5,0,0,17.7,-12.2,37.148517,    -119.386623 
    321 ,1,1635,Conventional Hydroelectric,10.0000735,30,0,0,0,0,37.2096,    -119.3289   
    321 ,2,1635,Conventional Hydroelectric,15.0001104,45,0,0,21.8,-15,37.2096,    -119.3289   
    322 ,1,1632,Conventional Hydroelectric,18.3334684,55,0,0,5.325,-5.325,37.200062,    -119.30681  
    322 ,2,1632,Conventional Hydroelectric,18.3334684,55,0,0,5.325,-5.325,37.200062,    -119.30681  
    323 ,1,1631,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.273581,    -118.573339 
    323 ,2,1631,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.273581,    -118.573339 
    323 ,3,1631,Conventional Hydroelectric,0.766672054,2.3,0,0,18.7771429,-14.6707143,37.273581,    -118.573339 
    324 ,1,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,    -118.531957 
    324 ,2,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,    -118.531957 
    324 ,3,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,    -118.531957 
    325 ,1,1629,Conventional Hydroelectric,0.333335524,1,0,0,18.7771429,-14.6707143,37.323035,    -118.501714 
    325 ,2,1629,Conventional Hydroelectric,0.333335524,1,0,0,18.7771429,-14.6707143,37.323035,    -118.501714 
    325 ,3,1629,Conventional Hydroelectric,0.66667134,2,0,0,18.7771429,-14.6707143,37.323035,    -118.501714 
    325 ,4,1629,Conventional Hydroelectric,0.733338483,2.2,0,0,18.7771429,-14.6707143,37.323035,    -118.501714 
    325 ,5,1629,Conventional Hydroelectric,0.66667134,2,0,0,18.7771429,-14.6707143,37.323035,    -118.501714 
    326 ,1,2312,Conventional Hydroelectric,0.66667134,2,0,0,18.7771429,-14.6707143,37.3344,    -118.4797   
    326 ,2,2312,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.3344,    -118.4797   
    327 ,1,2247,Conventional Hydroelectric,0.533337043,1.6,0,0,18.7771429,-14.6707143,37.3499,    -118.4628   
    328 ,1,285,Conventional Hydroelectric,1.00000706,3,0,0,18.7771429,-14.6707143,35.588069,    -118.524804 
    328 ,2,285,Conventional Hydroelectric,1.00000706,3,0,0,18.7771429,-14.6707143,35.588069,    -118.524804 
    328 ,3,285,Conventional Hydroelectric,2.00001441,6,0,0,18.7771429,-14.6707143,35.588069,    -118.524804 
    332 ,1,990,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,34.155162,    -117.397119 
    332 ,2,990,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,34.155162,    -117.397119 
    335 ,2,8343,Natural Gas Steam Turbine,0,218,0,0,0,0,33.6439, -117.9792   
    337 ,1,2313,Conventional Hydroelectric,0.766672054,2.3,0,0,18.7771429,-14.6707143,36.465066,    -118.862023 
    339 ,1,1663,Conventional Hydroelectric,6.83338338,20.5,0,0,9.9,-6.8,35.776185,    -118.436233 
    339 ,2,1663,Conventional Hydroelectric,6.60004833,19.8,0,0,18.7771429,-14.6707143,35.776185,    -118.436233 
    340 ,1,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,    -118.77959  
    340 ,2,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,    -118.77959  
    340 ,3,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,    -118.77959  
    340 ,4,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,    -118.77959  
    341 ,CT1,8347,Natural Gas Fired Combustion Turbine,52.3033303,63,0,0,30.5,-21,33.7641,  -118.2248   
    341 ,CT2,8347,Natural Gas Fired Combustion Turbine,52.3033303,63,0,0,30.5,-21,33.7641,  -118.2248   
    341 ,CT3,8347,Natural Gas Fired Combustion Turbine,52.3033303,63,0,0,30.5,-21,33.7641,  -118.2248   
    341 ,CT4,8347,Natural Gas Fired Combustion Turbine,52.3033303,63,0,0,30.5,-21,33.7641,  -118.2248   
    344 ,1,1636,Conventional Hydroelectric,31.6669003,95,0,0,0,0,37.220302,    -119.337983 
    344 ,2,1636,Conventional Hydroelectric,31.6669003,95,0,0,0,0,37.220302,    -119.337983 
    350 ,1,1483,Natural Gas Steam Turbine,0,806,0,0,499.5,-268.7,34.1292, -119.1689   
    350 ,2,1483,Natural Gas Steam Turbine,0,806,0,0,499.5,-268.7,34.1292, -119.1689   
    353 ,1,1602,Conventional Hydroelectric,3.76669416,11.3,0,0,18.7771429,-14.6707143,37.944237,    -119.2161   
    356 ,5,7747,Natural Gas Steam Turbine,0,163.2,0,0,0,0,33.8504, -118.395    
    356 ,6,7747,Natural Gas Steam Turbine,0,163.2,0,0,0,0,33.8504, -118.395    
    356 ,8,7747,Natural Gas Steam Turbine,0,495,0,0,0,0,33.8504, -118.395    
    357 ,1,2361,Conventional Hydroelectric,1.96668083,5.9,0,0,18.7771429,-14.6707143,37.766954,    -119.123284 
    357 ,2,2361,Conventional Hydroelectric,2.40001736,7.2,0,0,18.7771429,-14.6707143,37.766954,    -119.123284 
    358 ,MV3A,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9, 34.0818,  -117.2418   
    358 ,MV3B,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9, 34.0818,  -117.2418   
    358 ,MV3C,7808,Natural Gas Fired Combined Cycle,144.931702,189.2,0,0,141.9,-63.1, 34.0818,  -117.2418   
    358 ,MV4A,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9, 34.0818,  -117.2418   
    358 ,MV4B,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9, 34.0818,  -117.2418   
    358 ,MV4C,7808,Natural Gas Fired Combined Cycle,144.931702,189.2,0,0,141.9,-63.1, 34.0818,  -117.2418   
    361 ,1,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,    -117.058481 
    361 ,2,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,    -117.058481 
    361 ,3,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,    -117.058481 
    361 ,4,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,    -117.058481 
    365 ,1,1892,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,36.13568,    -118.788868 
    365 ,2,1892,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,36.13568,    -118.788868 
    376 ,1,2237,Conventional Hydroelectric,2.5000181,7.5,0,0,4.76666667,-2.63333333,38.2569,    -120.8507   
    376 ,2,2237,Conventional Hydroelectric,2.5000181,7.5,0,0,4.76666667,-2.63333333,38.2569,    -120.8507   
    376 ,3,2237,Conventional Hydroelectric,2.86668747,8.6,0,0,4.76666667,-2.63333333,38.2569,    -120.8507   
    377 ,1,1693,Natural Gas Fired Combined Cycle,10.3114346,20,0,0,12.4,-6.7,34.1556,  -118.2782   
    377 ,2,1693,Natural Gas Fired Combined Cycle,10.3114346,20,0,0,12.4,-6.7,34.1556,  -118.2782   
    377 ,3,1693,Landfill Gas,0,23,0,0,14.3,-7.7,34.1556,  -118.2782   
    377 ,4,1693,Natural Gas Steam Turbine,0,50,0,0,31,-16.7,34.1556, -118.2782   
    377 ,5,1693,Natural Gas Steam Turbine,0,50,0,0,31,-16.7,34.1556, -118.2782   
    377 ,8A,1693,Natural Gas Fired Combined Cycle,25.4001876,25.4,0,0,12.3,-8.5, 34.1556,  -118.2782   
    377 ,8BC,1693,Natural Gas Fired Combined Cycle,55.100407,55.1,0,0,26.7,-18.4,34.1556,  -118.2782   
    377 ,9,1693,Natural Gas Fired Combustion Turbine,52.5777524,57.4,0,0,35.6,-19.1,34.1556,  -118.2782   
    380 ,1,1446,Conventional Hydroelectric,26.133526,78.4,0,0,25.8,-25.8,37.896649,    -119.9675   
    380 ,2,1446,Conventional Hydroelectric,26.133526,78.4,0,0,25.8,-25.8,37.896649,    -119.9675   
    382 ,1,1446,Conventional Hydroelectric,13.1667635,39.5,0,0,13,-13,37.877667,    -119.953233 
    382 ,2,1446,Conventional Hydroelectric,13.1667635,39.5,0,0,13,-13,37.877667,    -119.953233 
    382 ,3,1446,Conventional Hydroelectric,12.1667561,36.5,0,0,17.7,-12.2,37.877667,    -119.953233 
    385 ,1,194,Conventional Hydroelectric,1.66667861,5,0,0,18.7771429,-14.6707143,32.705435,    -115.030975 
    385 ,2,194,Conventional Hydroelectric,1.66667861,5,0,0,18.7771429,-14.6707143,32.705435,    -115.030975 
    386 ,1,1719,Conventional Hydroelectric,1.60001146,4.8,0,0,18.7771429,-14.6707143,32.705428,    -115.126103 
    386 ,2,1719,Conventional Hydroelectric,1.46667714,4.4,0,0,18.7771429,-14.6707143,32.705428,    -115.126103 
    387 ,1,1718,Conventional Hydroelectric,3.33335761,10,0,0,18.7771429,-14.6707143,32.705341,    -115.219067 
    387 ,2,1718,Conventional Hydroelectric,3.20002329,9.6,0,0,18.7771429,-14.6707143,32.705341,    -115.219067 
    388 ,1,1528,Conventional Hydroelectric,5.50004029,16.5,0,0,12.4,-5.5,32.736642,    -114.713858 
    388 ,2,1528,Conventional Hydroelectric,5.50004029,16.5,0,0,12.4,-5.5,32.736642,    -114.713858 
    389 ,2,7751,Natural Gas Fired Combined Cycle,18.4826212,34.5,0,0,21.4,-11.5,32.802222,  -115.54 
    389 ,2A,7751,Natural Gas Fired Combined Cycle,89.900664,89.9,0,0,55.7,-30, 32.802222,  -115.54 
    389 ,30,7751,Natural Gas Fired Combined Cycle,61.1501635,65.9,0,0,61.2301676,-35.8709497, 32.802222,  -115.54 
    389 ,31,7751,Natural Gas Fired Combined Cycle,43.2003189,43.2,0,0,61.2301676,-35.8709497, 32.802222,  -115.54 
    389 ,32,7751,Natural Gas Fired Combined Cycle,43.2003189,43.2,0,0,61.2301676,-35.8709497, 32.802222,  -115.54 
    389 ,4,7751,Natural Gas Steam Turbine,0,81.6,0,0,50.6,-27.2,32.802222,-115.54
    389 ,BESS,7751,Batteries,18.2432311,30,0,0,0,0, 32.802222,-115.54
    391 ,1,1639,Conventional Hydroelectric,1.06667422,3.2,0,0,18.7771429,-14.6707143,37.142795,    -118.324075 
    396 ,1,8832,Conventional Hydroelectric,3.36669119,10.1,0,0,18.7771429,-14.6707143,34.318248,    -118.494449 
    397 ,1,371,Conventional Hydroelectric,0.666671339,2,0,0,18.7771429,-14.6707143,34.103931,    -118.413377 
    398 ,1,209,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,36.109722,    -117.956667 
    398 ,2,209,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,36.109722,    -117.956667 
    399 ,10A,346,Natural Gas Fired Combined Cycle,85.30063,85.3,0,0,52.9,-28.4,33.7706,  -118.2656   
    399 ,10B,346,Natural Gas Fired Combined Cycle,85.30063,85.3,0,0,52.9,-28.4,33.7706,  -118.2656   
    399 ,5,346,Natural Gas Fired Combined Cycle,49.6800038,75,0,0,56.3,-25,33.7706,  -118.2656   
    399 ,GT10,346,Natural Gas Fired Combustion Turbine,51.1553026,60.5,0,0,37.5,-20.2, 33.7706,  -118.2656   
    399 ,GT11,346,Natural Gas Fired Combustion Turbine,51.1553026,60.5,0,0,37.5,-20.2, 33.7706,  -118.2656   
    399 ,GT12,346,Natural Gas Fired Combustion Turbine,51.1553026,60.5,0,0,37.5,-20.2, 33.7706,  -118.2656   
    399 ,GT13,346,Natural Gas Fired Combustion Turbine,51.1553026,60.5,0,0,37.5,-20.2, 33.7706,  -118.2656   
    399 ,GT14,346,Natural Gas Fired Combustion Turbine,51.1553026,60.5,0,0,37.5,-20.2, 33.7706,  -118.2656   
    400 ,1,2401,Natural Gas Steam Turbine,0,230,0,0,142.5,-76.7,33.764741, -118.09913  
    400 ,10,2401,Natural Gas Fired Combined Cycle,182.80135,182.8,0,0,113.3,-60.9, 33.764741,  -118.09913  
    400 ,11,2401,Natural Gas Fired Combustion Turbine,66.971731,108.2,0,0,24.5645161,-14.3219355, 33.764741,  -118.09913  
    400 ,12,2401,Natural Gas Fired Combustion Turbine,66.971731,108.2,0,0,24.5645161,-14.3219355, 33.764741,  -118.09913  
    400 ,13,2401,Natural Gas Fired Combustion Turbine,66.971731,108.2,0,0,24.5645161,-14.3219355, 33.764741,  -118.09913  
    400 ,14,2401,Natural Gas Fired Combustion Turbine,66.971731,108.2,0,0,24.5645161,-14.3219355, 33.764741,  -118.09913  
    400 ,15,2401,Natural Gas Fired Combustion Turbine,66.971731,108.2,0,0,24.5645161,-14.3219355, 33.764741,  -118.09913  
    400 ,16,2401,Natural Gas Fired Combustion Turbine,66.971731,108.2,0,0,24.5645161,-14.3219355, 33.764741,  -118.09913  
    400 ,2,2401,Natural Gas Steam Turbine,0,230,0,0,142.5,-76.7,33.764741, -118.09913  
    400 ,8,2401,Natural Gas Fired Combined Cycle,211.369759,264.3,0,0,163.8,-88.1,33.764741,  -118.09913  
    400 ,9,2401,Natural Gas Fired Combined Cycle,182.80135,182.8,0,0,113.3,-60.9,33.764741,  -118.09913  
    401 ,1,1606,Conventional Hydroelectric,12.5000919,37.5,0,0,0,0,37.51,    -118.569167 
    403 ,1,8832,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,34.312778,    -118.492778 
